entity_type,ordinal,source_label,canonical_name,parent_city,base_kind,detail_url,tribe,x_px,y_px,x_norm,y_norm,marker_bbox,method,confidence,review_status,source_image_sha256,source_width,source_height,source_locator,notes
"CITY","011","広陵","広陵","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%BA%83%E9%99%B5","NOT_APPLICABLE","3713","1909.5","0.88806506","0.45561918","3685:1892:3741:1927","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3685:1892:3741:1927;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","012","寿春","寿春","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%AF%BF%E6%98%A5","NOT_APPLICABLE","2993","1985.5","0.71585745","0.47375328","2965:1968:3021:2003","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2965:1968:3021:2003;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","013","廬江","廬江","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%BB%AC%E6%B1%9F","NOT_APPLICABLE","3182.5","2439.5","0.76118154","0.58208065","3154:2422:3211:2457","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3154:2422:3211:2457;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","014","濮陽","濮陽","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%BF%AE%E9%99%BD","NOT_APPLICABLE","2707","1291.5","0.64745276","0.30816034","2679:1274:2735:1309","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2679:1274:2735:1309;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","015","陳留","陳留","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E9%99%B3%E7%95%99","NOT_APPLICABLE","2403","1557.5","0.57474288","0.37162968","2375:1540:2431:1575","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2375:1540:2431:1575;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","016","許昌","許昌","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E8%A8%B1%E6%98%8C","NOT_APPLICABLE","2270","1890.5","0.54293231","0.45108566","2242:1873:2298:1908","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2242:1873:2298:1908;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","017","汝南","汝南","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%B1%9D%E5%8D%97","NOT_APPLICABLE","2537","2232.5","0.60679263","0.53268910","2509:2215:2565:2250","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2509:2215:2565:2250;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","018","洛陽","洛陽","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%B4%9B%E9%99%BD","NOT_APPLICABLE","1890","1415.5","0.45204497","0.33774755","1862:1398:1918:1433","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1862:1398:1918:1433;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","019","宛","宛","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%AE%9B","NOT_APPLICABLE","1813","1870.5","0.43362832","0.44631353","1785:1853:1841:1888","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1785:1853:1841:1888;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","020","長安","長安","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E9%95%B7%E5%AE%89","NOT_APPLICABLE","1300.5","1348.5","0.31104999","0.32176092","1271:1331:1330:1366","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1271:1331:1330:1366;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","021","上庸","上庸","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E4%B8%8A%E5%BA%B8","NOT_APPLICABLE","1396","2080.5","0.33389141","0.49642090","1368:2063:1424:2098","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1368:2063:1424:2098;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","022","安定","安定","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%AE%89%E5%AE%9A","NOT_APPLICABLE","960.5","932.5","0.22972973","0.22250060","931:915:990:950","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=931:915:990:950;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","023","天水","天水","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%A4%A9%E6%B0%B4","NOT_APPLICABLE","428","1273.5","0.10236785","0.30386543","399:1256:457:1291","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=399:1256:457:1291;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","024","武威","武威","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%AD%A6%E5%A8%81","NOT_APPLICABLE","124","570.5","0.02965798","0.13612503","95:553:153:588","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=95:553:153:588;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","025","建業","建業","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%BB%BA%E6%A5%AD","NOT_APPLICABLE","3638","2345.5","0.87012676","0.55965163","3610:2328:3666:2363","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3610:2328:3666:2363;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","026","呉","呉","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%91%89","NOT_APPLICABLE","4018","2611.5","0.96101411","0.62312097","3990:2594:4046:2629","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3990:2594:4046:2629;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","027","会稽","会稽","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E4%BC%9A%E7%A8%BD","NOT_APPLICABLE","3923","3096.5","0.93829227","0.73884514","3895:3079:3951:3114","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3895:3079:3951:3114;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","028","柴桑","柴桑","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%9F%B4%E6%A1%91","NOT_APPLICABLE","2953","2840.5","0.70629036","0.67776187","2925:2823:2981:2858","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2925:2823:2981:2858;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","029","建安","建安","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%BB%BA%E5%AE%89","NOT_APPLICABLE","3486","3580.5","0.83377182","0.85433071","3458:3563:3514:3598","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=3458:3563:3514:3598;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","030","南海","南海","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E5%8D%97%E6%B5%B7","NOT_APPLICABLE","2631","3951.5","0.62927529","0.94285373","2603:3934:2659:3969","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2603:3934:2659:3969;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","031","交趾","交趾","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E4%BA%A4%E8%B6%BE","NOT_APPLICABLE","1415","4141.5","0.33843578","0.98818898","1387:4124:1443:4159","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=1387:4124:1443:4159;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
"CITY","032","江夏","江夏","NOT_APPLICABLE","CITY","https://wikiwiki.jp/sangokushi14/%E6%B1%9F%E5%A4%8F","NOT_APPLICABLE","2593","2545.5","0.62018656","0.60737294","2565:2528:2621:2563","RGB(255|255|0) 4-connected fill component + 8x nearest-neighbor visual adjudication","HIGH","SELF_ADJUDICATED;A2_INDEPENDENT_REVIEW_CLEARED_2026-07-17;SPEC_DATA_IMAGE_PASS;RIGHTS_WARN","dfe5049245e730ff1f81325157dedfcf1079786e33c6ad8b3970140954910a89","4181","4191","https://cdn.wikiwiki.jp/to/w/sangokushi14/地理/::attach/PK.png?rev=ab2f8e0ceae2aeb16f3291ffa88907d0&t=20201213195804#fill-bbox=2565:2528:2621:2563;https://wikiwiki.jp/sangokushi14/地理#PK地図","Yellow city plaque visually read at 8x and reconciled to the linked 都市/地理 city row."
