id	stable_key	fingerprint_sha256	name_kanji	name_reading
10011	49655072df66c88ed84eab74b6dd69d71faaabedfaa57b4c2320b467d790ad25	fb8eab57908d85f8ca3c77d2a3ab0135f00b5335fc467f6ef7170a5086dbfaf4	丘本	キュウホン
10012	bcf674f0df98c4574e49fc9c871f71331bb2c65e568cf3a88f03ee666e6cc314	6c040c3bc5e5c9c6ec001338bdf68ba56d1be58536f5869f3eca9ecd00688dc9	于毒	ウドク
10013	20351e422830d73c0c2ca8f66dff08c40b880fa48ef0ed3b957e3dbbfd5be72b	901f3d765783e0e0cba2e172afee6309d49a3d19b834ee2ec09fa851d6892411	于禁	ウキン
10014	c158013069a5c6f4d49b7cb4c1a7bff9b5b0629b23f7f2c6f34c83fce824ae6d	b6fa5f3f8206304c9fd211e0adf3dabd862ecf08894e38ef66fa5963abdb8ca2	于糜	ウビ
10015	4c1ad9e83d8183f454c575ab401a9d6356a3c0adffa5696034a80db638713b8b	f1d66e16b7e972276a034f827aaa48a5f191d2f9833e303a97137e9ef2295723	于詮	ウセン
10016	3064168fbd2f8dc1fa6c16ee5c59fbd660227443e4da161f54672bd09afc0889	2d99a184620322342fac7ae1e1d3cf9d251051577e818542d53db75862312560	令狐愚	レイコグ
10017	39cf220d5aaf24268382ad40c7e9630ecd32305be4f5d7293a1205b559ed1606	4ddf4639d12738640aa249793f5f3200d265fa86af32b1a6470aef497dac4e58	仲長統	チュウチョウトウ
10018	0f7a54223c0d6e9b6ea99b8b19f4b4c0e12e7ccdf8b158c8d0f4b6702f78bff5	67aa656643aef0b86bdbb2140977a84cc71abec2543912c5cbc4446423ec04f2	任峻	ジンシュン
10019	2522f990da61b6d955f40c26998ea1d66c97e387dfa12e15c94bc19b4c7eb1f6	86021c1dfe954b0ab446fa894c8c823325b502e5b560831e6b73fd5225a9bed6	伊籍	イセキ
10020	6b0c86bff729770ace9c442ecb961021a82216bb07a9c958acf102a5e95e056f	80710e075387c3f0758dbaaf2926d4411fad93e72dde021027fc5488bec9ed21	伍孚	ゴフ
10021	94f9b09ccb56f9479771dccb9432707c963feaca24aeb8f4f031acae62158f7f	b729acaa524b156c87b6c78134695b3be5fb060c7ba2fc44ab250665ede7bb16	伍延	ゴエン
10022	ad775657e528a1e0f2f9384d6b435f69ba415f66097d1341ce71308632c9e823	d6e6e57e923effec9ea9faa14c3d76d5c2aaf0fe92bdff2fa9e83578056883b1	伍習	ゴシュウ
10023	b1e1d79e20b17818ff1a0406db47fa3f2162ede057a77328d76fe1ed19dd067a	ce88076f1d88c55d6260cd151e913f2f3ed29656a239d8c1e299dbc56f463522	何儀	カギ
10024	93177e709166b3f5bd1b337014c34753763ccf735dc2fa9e4b81b5ce58502187	63d24fbca7ac7200a8b4d38e4052d4c289bc485ea24936a112386ed4af0099b6	何宗	カソウ
10025	160bfeb69b9ca4d56c6281e697ab7a41c73372f983413cc49a07fe8072339770	0403003d446e55998d80259a848006d40dfdd2ea04ab08ded210c87eae37c023	何晏	カアン
10026	146eff96ac94b181a0e268cd26884810f7704bdbd98c4186d9ae3f596f8cf974	ba0ad828330c3a80474661c76ebb3cc5ffbf645755f6ac4910130b57abd269d9	何曾	カソウ
10027	1d020a4a123103e0d82093d5f1ea54eb607f126d82e67f2c1e38f63c30e94f6c	cb55dced5333d32ddd038aa25b3ec48922c7bebc1ebdd1955afcfa12ebf3794e	何植	カショク
10028	87040f3ae24cd52d63f3a55aaa1ba82980844b335f8a9357868bea50d98a968f	ea6e24c4db73c071c3316e3b98a01ffaed6bca35d38a6e104e4fc8cff73a1181	何楨	カテイ
10029	e25b0910086c8c8bbe58c5e21531cfd7d349548b46ab511f5bb93732ebaabc55	0d72ea428b4385c3de27d23e247284c2b85f0cb7445bc1ac2f195e9fc3867e36	何氏	カシ
10030	6bb32c8a7def26cecc18c2113e68dd0893b5aff337c479fc9f611029b3c19a5f	9ee1958850ff72aaba4e860d6f857f46b746f6968939fb16f1098f0df9695eee	何苗	カビョウ
10031	0b45d8db82ea42fe110219e9b68ae5d206877791e4917e720e3c6276b2f713c2	dfca68e6fd3738e9703011e880fec66c7fa8aca0d5418d90dcc28a2a801ec0e6	何進	カシン
10032	74beda011466fa0cf969b47b9e48aa1edcd3a1d2b70fdfdaddf327020855cd0e	a0fd1ae164e2c1049cfcdf70266f99d6272fbfa628d3ebb45b9eddb88389a712	侯成	コウセイ
10033	4b27717c86548e3b5591fa312d2d09f993813d8675db0c30de43b93f1f4672ca	5cf07766867e77b3962aaf3c556554f776f6afd5818ae5cd002f207d5b7e78c7	侯氏	コウシ
10034	7ec67e842e78fc470b17749b530d72beee90e3047e304ff4d7f1c2bfcd193b62	254efaa2960fdef42c4d8786a64675e659d2e73e4364cfee7d3cde9f228a9691	侯選	コウセン
10035	2246073428c4dbac16f64012dd0c2cfa88e7362a1d7ae389749dd084416f7662	b26f1d8b0c4b7ed8c2c616c185379be05128dfcf8b3a14d04f98167f2c43021a	侯音	コウオン
10036	ea270b0304ee9ea3531e93bb5e69c1fff069300f21f030c80f959de77d427a70	a2ef5056130452401de73e29be8e04b3e1fba39d76b3b6da28dd957916955621	俄何焼戈	ガカショウカ
10037	c11597b11055f884658440f68d5c90d762e267f0ac3082c30e74b910121577c1	7000d24bb2835603bd19e6194e46d86faa085ac4590e92702960f6948478c811	倉慈	ソウジ
10038	2b5e6c781ba4474e68ca30313b88716de0546cf2cfe9cd04b3d925425c1bf6c5	7cdee6a4e8c5e16d73e6b1889d77d82065c75abb9b8e4f721afb01195a10771b	倫直	リンチョク
10039	429bf8d120bc5538cd0c6fa1e426227a011c9f38a966c3f7ee1a479ad0fda7e0	ce0ae0ea23a923389acd679110dc8844521324815f436306b73fb90ee487988a	傅僉	フセン
10040	b5e97963b1ff350ae481a583f4931acc36fdd7e18ab2fa2db1830922fdba439b	96df3d601b5a90d2df948960e327441f84de8ee69e0b7e9147824edbc7d0533a	傅嘏	フカ
10041	97ea2df4d0b858463825713a451f1912d147d9a2148e951beb495d0e071f379b	bb72041a09c54fe8421a946f24179763419af50e2a0e106bf1b822438b4f22cf	傅士仁	フシジン
10042	bfda29b4d5e0c4a64dd1e5b21e11522c432dd43b34edd8a4b34dbbc109673e20	7d5d92344dee432117198adf3b417732ecf992bafbadb6498787d2386bbb2eca	傅嬰	フエイ
10043	67e3d2dfcbdb84c4252d5e8ed5209127ba98dde1051647c4e15f4245cbc3ffdb	715a3ada9b1aaa3eae22a24c59f6d73feb3db34a15727ed7f82ad4cc56e9af53	傅巽	フソン
10044	f067b86b23e6047da2d4c54bb5ecc1311d47541f8198e4ffe15ff1a453aafcd3	5cfb3f3e56e35cabbcee4889ce4d5f4e136024338df1018ac3b1e04d6e3678b0	傅幹	フカン
10045	d2bc628e28b3a1b41d9fedef3b240b1a602d32dc1c392a2a4a5d64bd12366d40	ca70c4269faf95b579cdd98df709f499ce725180a55084e7d9635dec50c11fb8	傅彤	フトウ
10046	d580453ec26677ca248b4f0156fa79dce773456e859de62fcc11ebb19014e515	da7f8f7147d4a1af66cca7b33f4592120b7ff812d6cdcc132b08de75b5c61c33	兀突骨	ゴツトツコツ
10047	f63f877a0b70b6d1ffec86f4c97fd6e30dc94438287e540183852be0759a04c3	eeeec359e3a0b74b9087f0c8354e2c66ca3d2e43153081a71ff268979964cdbd	党均	トウキン
10048	403ab0324c659ad7ea2bea84dcb109f6e325532f192d4492b017bbdca9b3af63	246a39e9d3e6a9bd7b270e476a65deb20721143a7f87599ff318c712bb713a37	全尚	ゼンショウ
10049	5d6dbce585784806705c9335d5db4a89e1088f2e1eb708a78c9a179c80905a5c	a51d3c3f513020e782cab3fa32d5b5a4152face01e6a4d252be70b4da3919ef9	全懌	ゼンエキ
10050	209c9b91cdf341fd27610cca77ea33b598e0439e033b183cf3ce67278031bff9	50f959e1d8a96024d9c04ad26b4769011042ad42315b7aa298be6d9cfcba9efa	全柔	ゼンジュウ
10051	fb7adbc49a9f09e53639bd6e647e31f74369c84e756acd944bb83d30ea21ccc7	31d611df2c703fd26bcb99b546d0332a147890d78377295c34618dd801fa2341	全琮	ゼンソウ
10052	1b7b0e3dfbeadd959a5fc2a8f1123c19b84892bb7ce87daba60a94772cac285e	b43fc7cb0076d6c8bc705f42281bdd7c3ca0c4e440e2e824963daa9968e13783	全禕	ゼンイ
10053	3e19e5a5ff67f8f6a0e76b64dd361de039eab8a1cd7157b75fb1279031962caa	eac58992ab8d5b6cf126499eddba438434d4e298fad363c6b12c26095121d48c	全端	ゼンタン
10054	198ccb1c4c41b30e1cff097cd00cf14829f096dc5400412bbe04560b0076408e	7db3fe2db3f0c2a40e1bc6905a547504d7b8cbb8020e42f243e84243e3966a19	全紀	ゼンキ
10055	c745596043c58a9c2c176b0406c1e26611be348fd6871fa462b8de17a63ef38b	74926211c12bcac1bd4ef52df41e0ecf2d3c6a6c7459d04cf81f4129daf1ad28	兪渉	ユショウ
10056	fcfc06175b7dfee46f90346ec5a1f53c560c289e407361a447a2a9db2d30ff6d	c30d4a0eef29165186896d5fa1e404b2ba8db874c2acf25c77c2aefc080d4886	公孫度	コウソンド
10057	5ac3b4a9fa1182dc3afff81d0874e96f214c06977965d44a850fe5c1c70cf057	7d23073186e21c0a7f863d5eb25c90b95b000032cb07e8add5f44af1db709e3e	公孫康	コウソンコウ
10058	efef4c675aa0f6090596a1402b7c1a8cb91b0360e0148a6d6d87f446fef60f30	d4a2ed761932ad870837433478f96fd4f64ad640252cc8b41dd92b6b0b355b04	公孫恭	コウソンキョウ
10059	b0183a56f263bc1cdf7c6f11a89c9d6278323c96eb6defbf820f2e13defa4293	28b0d96ecdfd38996d9c3a7aaf0c99292ad28eea7942669905535f7d246b0cc3	公孫晃	コウソンコウ
10060	4dd84c02d1338f5e41e8ed3024dc1e46881068a31b03f5613f82c375e3ecb123	e65ab4e9a68cd96ea4b2c89ccc1277f9f51b5e6d93ffed56c92d2e8858e811ad	公孫淵	コウソンエン
10061	d9ef639b2113cf1735e75a461d9c6bb87cd2b4ac1087d01aeb97c41d0f0d2722	38d3c4624ed6f0f78bb8e70accf422e1acc96c28160244d64d063f6ba4cdcc54	公孫瓚	コウソンサン
10062	cfcc43b912a7120b29af58a53e8916acaa8b4b686e1837830add2c9981a9e9b0	ae012ff343380877b756c944c92cc2313e12fa9a779d26c0c2aee62ce896db44	公孫範	コウソンハン
10063	7f700cf239470bb760d8285ed87bd88bc003f46a30f3878daaf32900dede4931	961a75c2797bc59e5a20c84b89d598992f7f93e3b7c0d03e38c032d5ac9af7ee	公孫続	コウソンショク
10064	cce8b532a72c223753e1a92f5f40dcb8f00dcc2b24b2c6a04693de4f5bab5cdc	b4848764d1765d56d4c901874fba8e843856d04a9d4b6f7685c1b86fd6d4ef0d	公孫越	コウソンエツ
10065	043585ddb4d681c7115ca75a2d8c5cf69a5357b3276f1df12e0723507cbfa009	1663d8f6b5ce487b867f3f81597dc145af64bbd2b0b73b6b0410cda9a5a486cb	典満	テンマン
10066	fc758adf238f901acc9d89d2163024ab1ec1fd333825e01b26fe6b5aa70d686a	2bae6432110211bb8ed9d03577e6cd54723dcd321442b2c8eea54f55652557c3	典韋	テンイ
10067	9bc8130af8d48d044cedd4c030a4230ca243acfcd96866f9df4c194e4f5bd06e	44cbe08ae4642b551e7aca5febbd7e41c6555261f479df932a4b414fd16c7e3a	冷苞	レイホウ
10068	95b153f001504fe885332c8ab01532310c03d2f620ef26657be31eeb555e2f87	bf4f035872249b0487ab09b229e0f7d96c3e9b435d6d2ea19d08a1fce797975e	凌操	リョウソウ
10069	687cd6e01cccee651658ea447e064eba121cd7051cb7ace0fba0e5c9e2595aaa	76da2f4097c9436246ea7d70dc6541e67a40308a5a405d69d2dfc1dafbc8dbc2	凌統	リョウトウ
10070	2de91f67d1db397439bc688bbcb4f67400d7c651a95f1fe1732ba87d19128968	bcc66d4697560b5828d1081a6ce72847d8312d0cfd7b849398862e338544ce8b	劉丞	リュウジョウ
10071	2fa63faa10e43699b1c9b94fbe533a03fd208cdd650df16ef6273ff0b8b6305a	37c662fb279cb5ee39c9e9d35fb5dd169299aec2f25e8b02d0916be10f176ed1	劉備	リュウビ
10072	b92827ebf7e9dcaa8f7cd4668d362aa0d3e89c3e52e6a44f4b61ee10a5cfba8f	0ce36fc6be27350e23eb61ddd89a53def12724d19b81c9d46aaea10f4fe67af9	劉先	リュウセン
10073	aca9b8a5024b8290c8560981fb9f4eaae02e48949af41b8a9f16286f548ace5e	91449b52aff9250cab1ab46c9b376084278169e7a694070903461faef9e6321c	劉冑	リュウチュウ
10074	64408def9ecb93bfb17e101206196dd0fa7a2df3f928f755adb672c321c9b2b9	40bde958dc1e8fb8434206ab1f79d98f02689a0c5736de37178a97b65d8e30c9	劉劭	リュウショウ
10075	5ac38dbf1dd60e4859f246de253336624ef6038418c434855d34699cda48989a	252198b2c70632b396b6e12fc45d195e3c7236ea733a81cdc2fc13bcdceaf9a3	劉勳	リュウクン
10076	e76ccad57c8f9883faba16ee6a992735db7bea50bbbd40f91ed7fc0ad0595436	61184cfe6200e34b3e8fe314cdf040addd708f384fa61042b3e67ed9acb0bbba	劉和	リュウカ
10077	e322a0987410282227bfadfd5add17deabe923c4551ac9f8b8840ed6ba9003a1	a9f402882f38bb543c27324fffb369db8a0aded190b18872a1d7246a73e6040b	劉基	リュウキ
10078	8634028fac7fb801863fbbb1aabffc83946de21bb2161d1dd2e4408795fb4d1d	df75ac0770c361f0955156c716c00603760505e94279944b37ff3959e46bdf11	劉封	リュウホウ
10079	96d5ba741b586d88e4a0b090a30ae26428e9713b8839f79f93b5ef9561f54bbe	c09731615636ef3aca7b39d5bab26f46faa9693103a47a293f34cdec3e6dd2cf	劉岱	リュウタイ
10080	9b4fc8d6c4ae6bfd070d8ba76459a58c164093b3550ed304bcf6ccfd087e24b0	195cdb1fca9a16ef45f2ef4aa4988755dd64efa7bd72f504e60d9712af1c044a	劉巴	リュウハ
10081	add6ff4ea22b156bb83f4de77efb0a0b0d628758f71cb197480298494ef44b92	720ad8fdc521d07437c1b6ee9f3727cd8603edb59f4ae9a8d9935161d4bca750	劉度	リュウド
10082	dec614bbe20d1df0da9a56b603ce44f04ff1e6c23261f2b2c923224977a451b5	39521b7bd06704ea9104e6cabef5e163a28179682a8f36bce2369ae7c3bd1be1	劉延	リュウエン
10083	b3440eded02d26f7496fb72ddbfd5565baeb210f450a3b381099f3e417757115	db4955b1176bc93eb1dccac681110fde2ba6062d7e334abee89f4b39176d13d5	劉循	リュウジュン
10084	2884089e4e502c1b747827fa4c1e5f42f401b5f20759ad4ec630c79b95be545f	2c088a491e2b22b116b81382da70381e168ea35bafeaf0cba7a3cde23065adfe	劉放	リュウホウ
10085	ccf84f531b9f61c21990cd3c75d36a6bbf817433f18ed8ae748c4e5368674209	5570f88888d5d0895dd668f1e337f390cff7dbbc254b5d7efdbd09a817613011	劉敏	リュウビン
10086	84e7e532aff38940328d41c7683dd1ea78ec6c4b85f4bb41a1e2469887d927b6	a7b53fc2ac26b6214098f5257b53238d565947424e1a23f93914ea4bb3f41dc3	劉曄	リュウヨウ
10087	b1b7eb27c290589a486656c85841addbb5ae1eb07f431b595e0178455883eacc	e28d58a1abcbff8b1695a17760dd4c92f5dcbf82bcbfed3e019fcab3d0e5d473	劉氏	リュウシ
10088	3a6c2b5fe057e3f03ca76e02ef5204957a93130ded3b28ee6f86b36e3a990fb5	9040c454894360c4ff2212fb65054421c7d5481ee83e0ab2374b446a40c157d6	劉永	リュウエイ
10089	61177de4cca637f661afbe9232f0498bd582bc36098d9091b6092d3e858e62c8	8dd7b4e88f2c7bd8800b56077c7b69e3b08476b6089a617411a79d76a099ce99	劉焉	リュウエン
10090	7f8353f1a56d9eed2e592a41ad3cbfed63efd3338ba782c380fe002389e85468	d33401464190a58d7370d0f1508f313c0d2caadaf7d6a9e55a382108aa833e33	劉理	リュウリ
10091	0ff624e5e1fcac4e4f793a411c6d236773e00b2353b6fbcb7f29ad5e690e9700	6a98ce48fbc18b3ec908896dd9ae2598d23f77052b6819a24ef03ba65423e995	劉琦	リュウキ
10092	0d3899e2a2796cd8e30ae02c1d783f198eae1b1de4122a0cd7f43e0d3eb057de	4d0aa7e85ef8ccadde806650f6ed1d996d0385a5dfacd70e9b4457bafa247a84	劉琮	リュウソウ
10093	d5031263f10552e125c7f17a6767792cd77b31866d88822c50e9067773b886c2	a3a067fc1e5c863907809d51826b7f668449e7f88ed23e1777adc8451a77a666	劉瑁	リュウボウ
10094	3393914bc381c8042a8275fc180787fc24c8ab27a94617b0d8ae848d2440311f	a4c791464fea2b16b362d694fb29c333f34e966266ac31efa57240dd92db25d4	劉璋	リュウショウ
10095	9bffd9479bdded7b4b63c5b52235870c62a3407b3da6e22fd09558f88f85c4bd	bb167eb201ea58d6bf796be4163de0718ef083678d9508b4efd9318b1f184c63	劉璝	リュウカイ
10096	afda0ca990bd6ca7644455f12c6311f85b2bdef9e1f07b9352ef718af80f1e5e	1705da2fd720cf58f5839acd597c10f74ec14ca5c3852293b1febc28c2cf0688	劉璿	リュウセン
10097	0235ffa67fafb5fbe8151e062a4ee8f81aa1464b8cc3229bafc95301bf6a0481	8814e11560e7517472e7c5e707249b05fa7c667e46e166910be0c306e4bdedb8	劉磐	リュウバン
10098	e62b8fa7bcd6e8901f5a83e3226d2438dd753ee60541b54509042694c0d69210	bac5ac1f909b9e08aed6b290a01523c38e0e3f655b212b616b685adef2751038	劉禅	リュウゼン
10099	2dab8fd70ef280d0eef420fd3d036b4773824a1f038cd62ffacbc92652cf8177	075a7f9ee4912439ea4acc33faa7f7cc424fd7ed32a08339b5708256974fdb9b	劉繇	リュウヨウ
10100	722be7041d61d88a9042dd3c525400d0f3af189f96aabdb8fd6686cf7a9f0df3	8252eab1139eac493da73e3b8454ad8742999afa7e9e48fdf399166607a5a357	劉虞	リュウグ
10101	6cdcfc5cd05656faa88630c48aa22d96258281bd8b383afa0948eeb5bec8de3e	d8604ab17afcd6291bb672abbba40fa58d8256b1268822d6e1a49ad75c6d5395	劉表	リュウヒョウ
10102	9a4e013fa93e37e21165da24ab33ccff02b9030923e3f8e037de832dd6413203	0a5eba3e79cf6960276db98d403be88cb193080ba9aecac59d2262aae5c8fd4e	劉諶	リュウシン
10103	6b50683e55471b43d4aacfcd36e0ece97b499530fe8642936ebcddfdede0900e	86b5c5a5f0838ddebf6f4dbaa3d4a28e7c67060567d5c1d19e998e93a13e2169	劉豹	リュウヒョウ
10104	fc163348b7457f6de18f263543c3b9395fedbc95c2ed61a0d2e8fab2dca5fb8e	692735670271203dc4019882abcdd2066ffb6f4fc68ed0f381784a49c37e7558	劉賢	リュウケン
10105	8e1a4244a3adfbb5896b763f78754ad84ffdce9b8afc85cd9ee45f6d1b23f2f9	589117aaeef2ffc26a0ed08882f85a668812f8fe47aa3f7ecd18f873dd31b542	劉辟	リュウヘキ
10106	b3fd1f36b8453284323483388a96a4b7b6a02ac1e05deb30f633632da234dd45	927a11c9f5f009205e5bf34558b747f7b593edb80d809805a54f51573d532084	劉靖	リュウセイ
10107	806668a927e45d31c422962acaf84d0736be113c3846fe5f26f9f128026999c5	c8cf05e7822b23ebc07040e2cf504b4d623474092e469b2a609bb08d171b717e	劉馥	リュウフク
10108	4ee38bfa80ce4d6a6b37441a2742532d4c60faa2d34f31b063393d380ca4895b	aa6f8a7a4abaa87714020008bc77c9be223eb437c5f2499496bb4c9f5336b451	区星	オウセイ
10109	5d55e77cce2a3055ba8e306ed0f9137c05d2bbab66b8999a379614cc91fc9c1a	993b75b5878186534d664d976ddbe52e07495f6bf552512e16111d9d094d5d87	千万	センバン
10110	2694efd7b93fca665222b81ab0ee3edf85d81cc280787bfd1ca5bd03701b4135	d783542ba414d9f1ff14a26a10e71b437e91a7da3a92a087639261090b26c034	卑衍	ヒエン
10111	b365e42534e23af6280ea37096b0e2c46f3e5557604393ef402f272fde8b5b85	9d35a72bfdf4eeb4cce5d38db40f91bf30593ac7628dfbc9c4e7db0bbde0027d	卓膺	タクヨウ
10112	7a19e3d610540110df2000da8363c1bd26889c905619ebde64b61aacefe78b7a	07a1f00740c547328c2be41e266844a22e00ec29082b062cbfc9d5d104ac605c	単経	ゼンケイ
10113	4c0acafc66d4f61c18d4b176d62375d0a46006d439eb4f4e0de22325fe757ab4	09f3485be67a8e521e12233d8f0d5c9b09e2815111f89cc58d55777b550fd0d9	卞喜	ベンキ
10114	b95994e8627595c6c43b13513b1e649b4975122692bb75413cde3b5543318631	fe6451d7aec0063dbbd79bcf86854449a7aa1d57c87d2615fb494e77f6d0fc57	卞氏	ベンシ
10115	3331df7964cd5731e2cd1c01f611f851bbcbff5c43e626a940396a91acddb6b0	96310042fcb5278c5c76bfa27a197de4e9811afb0eaa3e42f2c007b2b179291f	厳政	ゲンセイ
10116	794a941b7d0a1e0d4c84ddb94157602539795f7c1ee9e6b599b3eeb26000c224	0bc5264050645a837fd149192162700fef7976eed4e95d8e9ad41b2c9a4ce1b5	厳氏	ゲンシ
10117	e2a43e7094dc3a9b83d72a2e06199155ea3e9c8fb26cb80a59dbb1286a0cb690	6ae0ca10a6ab270c97289e3d3c850b8c5462ed920125e43e49ecf82ed013199b	厳畯	ゲンシュン
10118	bce76b11113520a7f6d7cf68b6dc403bf7748e67a0d2c21689fe8f6ef12595c6	3b67052a2f0f18db650f5e0a61aa41bd923eafa1c608c578f1e28cd369d002dd	厳白虎	ゲンハクコ
10119	8e3ebdb6341f87211feaab78258b9196c616072c4db0dbab6e6127d9ecc0e624	25c2f95ace627f11375d70f4612a1e44a3240219c021679174762b66efb58b97	厳綱	ゲンコウ
10120	f3bdf80a2312b695afc2fd6ca23e06ef538b2392f35fae4bc549fae54c87c0f5	d902d7d10bb3ccf7ca0cf9be0872103fa20fcaa3a47565190c1c7c34a033d947	厳輿	ゲンヨ
10121	441f70517530373cb8a4445cd46729f7cd49606eded2ee0429f0bbbb2ba8dfea	a3cacd13541b37137e2578aff302d928a4db2cc633e45d34631b7a8a50a11ac9	厳顔	ゲンガン
10122	7cd70db23d240572758c21a0625bbc3970d60b86b19d5ae8e7aa07f176808348	b94a1cc0d9e3fea20e8c4a5fd19c3b992debce872b7b8aefb82c3b6753a26590	句安	コウアン
10123	02098760b4a23b46e1e6a5484f8f74da15f93ad0787e000f17d3c5398d95ac71	5bdbcc55e455aeaf689a1f098b8b72be294a0c27af635bfe24c280ce2cbd649d	句扶	コウフ
10124	b84c45e4e75bb2d162f92f2627d5e8875631274f0eb62bcc2c182dd7a945a662	3c504ceacbc2292194380ec29976d3eb6f44a73b597480b4355e24249ac5f126	史渙	シカン
10125	046d845b9a79d6f8cc6377a56050b2b98875d686a76c1bd65179204176873608	f4c15fc62ae51f2a22ad11aa7d309e0802e907e3f84cef87086e45c60fb0a0d5	史蹟	シセキ
10126	512643590e94c2a21fa66eaec9d70c69a9bef737a3c124125da3494b288edee6	6a9c6133999767950d6183279bd1cf6b9b3520ebf33a852f765ce557bbb0c29c	司馬伷	シバチュウ
10127	a905aa190ad14e4025b4f8ef40c0b7fd2184d46b150f10d86cebe5ebe5f0198e	a5d354a6fcc9a36525a5d2e3164267b8dacb830ca5989749e075e43706e9fdac	司馬孚	シバフ
10128	81acd72870b669f3c89d5a38163e8c9e13f6278d2aad2071fd9ee2e9d609fa87	166066a092f221070babbfc9c7cce3d5b6c68e97c24f77420131578e8fc6c8dd	司馬師	シバシ
10129	b18b748fbd66a2482488dd5114b13e231902089f546f4817913d5770c3115b42	03f86944a2f417210526a5fe0dde1ba8d73a7d006375ff85d8a91d05a618acdd	司馬懿	シバイ
10130	686fab4eae5414cfb1b0f2e3e4a44ca69a1bcb14a0835e9ca9c546b56fc66d78	b606319646c2da128cbf8171cb4026d23c18056a711ef6e36b97c4fc11497a0d	司馬攸	シバユウ
10131	e140ff22d4389676383f62fd994c02c5e6633c537d2484fae6bb2ca03a4b08af	8311dceae1750367906618a653f8e8d763498b04551bf8fe1e7916b6e5b6964f	司馬昭	シバショウ
10132	574af9c4c408570a12b54f83d7a32f7751c1e17b7bf95b3956d6450ac9bb87be	a1bd7945ffea287c4d83c3dbbda78be905499ab53d73f872a7728143a2f88d30	司馬朗	シバロウ
10133	1797a5423441f25cdd06a77863fc9cf9b6c890b280e19abe9cbfb5af43c12f3e	5e49b157c5cc496db8c366a38c396fba20ed6bb1c1d0d385029e57a4e68f818c	司馬望	シバボウ
10134	32c9723dc91940607af8f15a4289b2dd9361139fb30e11ad272fabdd937b721d	ad03d3f0548549f96b9d210aa1465b05243be118a866b118976181b2f1d208da	司馬炎	シバエン
10135	c33fd988e49738f83f1fc4a1b9a5f012ece306923b2dd5982d27317f7f22e2ea	b0d57f16948dfd08ca312a28e7e4352f414173451217641d70da324386b24a06	司馬芝	シバシ
10136	57003581592feb76ed90c3deea9cbfa842aaed13f295a50697901fe6715103db	def9ef5a90cf48e31e2640be3daa5761089988d38c872f4d585b53e41d7c843c	向寵	ショウチョウ
10137	9bed17cc8c9563ba394a0ecf31a2320b0976b7dbec51eb42ab413c10117c3ff7	71c1a562ec8f2fdd4b3989286ad8a3feb79cbc318a20ece318aeb0f5343a6d13	向朗	ショウロウ
10138	5629f10c06b05bd7580bfea4c63e3939e382350b95cb1e57aeb3ebfc57e9b6bc	1f9c07e88e40a13dce7cf8c8d9d9eeef142c6c4415c7b862bf3c42f0fc8055f7	吾彦	ゴゲン
10139	80c7899dca73bd3687d0bdec1319737706864e616d2277de6018aa95e6549c13	4fe264163274d0e09e7a4edf596d7a109e1026c995ecc6134d8b5314e4a0f115	吾粲	ゴサン
